新聞來源,發佈時間,網址,標題,內容,發佈日期
中時,2014/3/24 7:35,http://www.chinatimes.com/realtimenews/20140324003880-260407,魏揚闖政院遭逮 學生喊「無罪釋放」,"<a href=""/realtimenews/10""> 中視</a> <a href=""/reporter/748"">陳志耕</a>、<a href=""/reporter/1094"">戴菀伶</a>、<a href=""/reporter/911"">李維庭</a>、<a href=""/reporter/750"">彭冠霖</a> 2014年03月24日 15:28 \n上午被驅離的學生退守立院周邊，經果一夜的抗爭所有人明顯疲憊，而立院外圍圍城第7天，國會空轉、服貿至今沒有進展，學生再批馬，認為馬總統應該負責。",2014/3/24
中時,2014/3/24 7:35,http://www.chinatimes.com/realtimenews/20140324003881-260405,門牙被深埋 24年不見天日,"<a href=""/realtimenews/11""> 中時即時</a> <a href=""/reporter/153"">馮惠宜</a> 2014年03月24日 15:31 \n一位男大學生從小就缺了一顆門牙，左盼右等就是長不出來，24年後還是靠牙醫發揮創意，拔掉阻生齒，再利用齒列矯正器，綁上橡皮筋慢慢將門牙「釣」出來。\n這位24歲的大學生，天生的齒列原本就不是很整齊，又缺了一顆大門牙，讓他不敢開口大笑，於是到牙科求診，要醫師幫他裝上一顆假門牙，揮別這樣的缺牙歲月。\n澄清醫院牙科主任黃彥彰表示，透過齒列X光檢查，發現患者上齒列缺門牙位置的齒槽骨裡有兩顆深埋的成牙，前端一顆橫著長，阻擋後端一顆正常的門牙，由於兩顆牙齒都埋在齒槽骨裡，使得患者從牙齒的外觀看起來就是天生缺了一顆門牙的人。\n黃彥彰想辦法要「釣」出那顆深藏的門牙，先將那顆擋路的橫生齒拔除後，發揮創意，在缺齒的左右門牙裝上「橫樑」，此橫樑就是齒列矯正器，也在深藏門牙的牙冠黏上固定器，穿上特殊橡皮筋再往上綁在「橫樑」，利用橡皮筋的彈力一絲一毫地將深藏的門牙提升出來，經過約3個月的提「釣」，目前已冒出牙齦約0.5公分，長出了門牙，預計再「釣」6月後，就可恢復正常門牙。\n黃彥彰表示，門牙長不出來，如果是屬於阻生齒，原因包括空間不夠、牙根黏連、牙根彎曲及多生齒等，像這位男大學生的情況，就必須清除阻擋的橫生齒，騰出空間讓原本的門牙有所出路，由於他的年齡不小，要靠自然冒出，機會較低，必須靠這樣的一條橡皮筋，把那顆門牙慢慢拉出來。\n他強調，門牙是屬於較早萌發的恆齒，有些孩子的牙齒長得慢，家長可以等一等，也有些是因為被阻擋才長不出來，就必須就醫。",2014/3/24
中時,2014/3/24 7:35,http://www.chinatimes.com/realtimenews/20140324003865-260402,「口袋策略」奏效 警清晨奪回行政院,"<a href=""/realtimenews/9""> 中天</a> 綜合報導 2014年03月24日 15:25 \n學生衝進行政院，稀少的警力根本無法抵擋，只隔了一條街的警政署，先把署裡的保六總隊及後方的交通大隊員警派出去應變，同時間動員台北市警力並緊急調度保一總隊鎮暴警察。\n從置高點看得最清楚，行政院大門位於忠孝東路和中山北路口，一部分警力部署在忠孝東路側門，讓學生沒辦法進入，已經封鎖在裡頭的人，只得往後門走，另一批警力從後方包圍往前方推進，同時，警方也在林森北路和北平東路口，布下層層封鎖網。\n成功截斷學生隊伍，在人數無法增加的情況下，學生通通被集中到大門口，已經待命的鎮暴水車及霹靂小組和鎮暴警察開始動手把學生一個個抬走。\n拉不走的，鎮暴水車噴水驅離，天漸漸亮了，警方封鎖中山南路，幾乎清空全部學生，警方這次的口袋戰術，有技巧的奪回了行政院。",2014/3/24
中時,2014/3/24 7:25,http://www.chinatimes.com/realtimenews/20140324003797-260407,王文東遞陳情書 給藍營彰縣黨部,"<a href=""/realtimenews/11""> 中時即時</a> <a href=""/reporter/144"">洪璧珍</a> 2014年03月24日 15:17 \n「反服貿」遍地開花！台聯的王文東，今天上午號召十餘支持者到國民常彰化縣黨部遞交陳情書，希望馬英九為天下蒼生百姓著想，制訂《兩岸談判監督條例》，該條例不過，則退回《服務貿易協議》不審。\n縣黨部文宣組長吳國楨出面接下陳情書。他表示，尊重民主社會多元意見表達，但不論是支持或反對，請大家都以和平理性的態度，共同來維護台灣民主法治的成果。",2014/3/24
中時,2014/3/24 7:25,http://www.chinatimes.com/realtimenews/20140324003845-260402,鎮暴警破曉前清場！ 強力水柱驅民眾,"<a href=""/realtimenews/10""> 中視</a> <a href=""/reporter/872"">劉琮琦</a>、<a href=""/reporter/725"">朱光弘</a>、<a href=""/reporter/727"">江長銘</a>、<a href=""/reporter/606"">葉芷娟</a>、<a href=""/reporter/1294"">方昶懿</a> 2014年03月24日 15:21 \n佔據政院9小時後抗議民眾多次企圖再次衝回行政院，清晨4點15分警方在第5次驅離無效後，4點26分首度出動水車，將抗議民眾逐出政院門口，不少人肉身擋水，依舊不敵強烈水柱攻勢，40分鐘後陸續被警方抬出",2014/3/24
中時,2014/3/24 7:25,http://www.chinatimes.com/realtimenews/20140324003811-260402,一夜攻防！ 強制驅離 警民衝突多人掛彩,"<a href=""/realtimenews/10""> 中視</a> 綜合報導 2014年03月24日 15:15 \n學生佔據行政院，行政院下令警政署進行強勢驅離，鎮暴部隊在12點08分，首波在天津街和北平東路進行第一波的驅離，在12點29分在行政院的後方進行第二波驅離，先柔性勸導，針對不離場的民眾又展開第三波強制抬人，甚至派出水車，員警和學生雙雙掛彩。",2014/3/24
中時,2014/3/24 7:15,http://www.chinatimes.com/realtimenews/20140324003756-260405,服貿開放觀光旅館 台觀光業：利多,"<a href=""/realtimenews/9""> 中天</a> 傅啟皇 <a href=""/reporter/962"">陳乙杉</a> 2014年03月24日 15:05 \n來到故宮放眼望去通通都是陸客，台灣光是去年就吸引，超過400萬的陸客來台觀光，現在服貿協議也開放觀光產業，讓陸資能來台開觀光旅館，也能設立三家旅行社，開啟觀光投資大門。只能開觀光旅館，一般旅館不行，避免一條龍的競爭，所謂的一條龍就是要避免大陸老闆，把陸客通通帶到自己的旅行社或是配合的旅館消費，因此台灣對陸開放有限制，\n其實民國98年開放第一波陸資來台，陸資就已經能投資觀光旅館，而大陸對台則是敞開大門，不管是觀光或一般旅館，台灣都能到對岸省份開業，粗估商機就有10億元以上，表面上是讓利成分居多。\n著眼的就市大陸光是國內的國民旅遊，每年就有30億人次的規模，市場這麼大，標榜品質服務的台灣業者，面對大陸來勢洶洶有擔心，但更期待到對岸拓展版圖。\n大陸來台競爭，台灣業者也能到大陸分食市場，服貿開放觀光產業，飯店業者已經準備好面對挑戰。",2014/3/24
中時,2014/3/24 7:15,http://www.chinatimes.com/realtimenews/20140324003757-260402,指揮群眾攻政院！ 清大生魏揚上銬被逮,"<a href=""/realtimenews/10""> 中視</a> <a href=""/reporter/757"">楊政亞</a>、<a href=""/reporter/619"">王志欽</a> 2014年03月24日 15:06 \n激昂喊話，帶領群眾衝撞行政院的學生領袖，清大研究生魏揚24號凌晨被霹靂小組上銬逮捕，在東華大學擔任教職的母親楊翠一早從花蓮直奔保安大隊探視魏揚！\n做母親的相當心疼，但還是全力支持魏揚擔任指揮的角色，包含魏楊，總共有20名參予者被帶到保安大隊，其中有學生也有社會人士，通通因為衝撞行政院遭到警方以妨害公務，公共危險等罪名移送，但是有數十名律師一早就前往保大義務為他們辯護！反服貿風暴持續擴大，但假如群眾失去理性，對雙方都會造成無法挽回的嚴重代價！",2014/3/24
中時,2014/3/24 7:15,http://www.chinatimes.com/realtimenews/20140324003734-260410,台股第二季修正 找尋切入點,"<a href=""/realtimenews/13""> 工商即時</a> <a href=""/reporter/307"">孫彬訓</a> 2014年03月24日 15:03 \n烏克蘭情勢並未惡化，但服貿協議陷入僵局，台股先前強勢站上8700點後在消息面干擾下，獲利了結賣壓湧現，短線陷入高檔震盪格局。ING投信今（24）日舉行第二季台股投資展望記者會表示，今年主攻部隊之電子產業進入傳統淡季，加上即將公布2013年財報與今年第一季財報，預期第二季大盤指數空間不大，盤勢蹲低為下半年微笑曲線仰角做準備，惟股價震盪幅度將加大，選股不選市為勝負關鍵，看好中小型業績高成長股與新興世代產業概念股最有表現空間。\n安泰ING中小基金經理人林界政表示，台股首季表現優於預期，上半年指數區間約8,100∼8,800點，隨著電子產業即將進入傳統淡季，第一季漲多個股將回檔休息，新產品供應鏈與第二季營收亦較為平淡，題材股面臨修正壓力，大盤於第二季回檔修正機率高，與過去歷史經驗類似，然盤勢休息蹲低反而可創造良好進場時點，下半年漲幅仰角需視實際景氣繳出之成績單，預計台股全年度將呈現微笑曲線，合理指數位置為8,800∼9,000點。\n根據ING投信台股研究團隊分析，台股目前本益比為15.2倍，指數位置低於過去平均水準；目前本淨比約1.84倍，略高於過去平均水準，指數高檔震盪幅度加大，選股操作難度亦大，有利專業法人投資。進一步分析產業面，電子與傳統產業獲利將分別在2014年成長12.3％與19.3％，但從本益比的角度分析，電子股評價距離過去高點仍有段距離，在總體經濟溫和成長的假設下，從企業獲利的角度分析，2013至2014年仍在調整復甦階段，2015年之後才是獲利收割期，因此市場給予電子股較高評價。",2014/3/24
中時,2014/3/24 7:15,http://www.chinatimes.com/realtimenews/20140324003736-260402,新北市議員發起聯署 盼朱撤警力,"<a href=""/realtimenews/11""> 中時即時</a> <a href=""/reporter/127"">謝幸恩</a> 2014年03月24日 15:03 \n新北市議員陳文治24日發出聲明稿，將發起議會同仁連署，盼新北市政府可撤回警力，聲明中指出，身為野百合學運過來人，對於學運有刻苦銘心的感受。將發起議會同仁連署，要求市府調回支援血腥鎮暴警力，也期望警察系統作為一信賴的機構，應是保護市民，而非將槍口對準孩子。\n聲明稿全文：\n「文治身為野百合學運世代的過來人，對於警察鎮壓驅離學生運動有刻苦銘心的感受。因此將發起議會同仁連署，要求市府調回支援血腥鎮暴警力。\n這次的事件肇因於國家領導在國家政策推動的失職與失能，這些為了國家未來挺身而出的年輕人走上街頭，無論社會大眾如何呼籲與爭取，執政當局依然拒絕溝通，反而利用媒體優勢與國家機器，醜化攻擊我們台灣未來的下一代；這種霸道又無恥的行為，令人心痛至極！\n即日起，文治將發起新北市議員不分黨派連署，讓我們一起呼籲新北市朱立倫市長與警察局陳國恩局長：立即讓新北市支援中央的警察同仁們調回到新北市的工作岡位，保護我們的孩子！\n新北市府切勿陷入執政當局醜惡的政治計謀，不要成為馬英九政府的共犯、不要成為台灣未來的劊子手！讓新北市府與新北市議會一起透過這個行動，讓新北市提升到一個更高層次的民主位置，也讓新北的警察做為可以信賴的機構，跟我們一起為台灣的未來打拼！」",2014/3/24
中時,2014/3/24 7:05,http://www.chinatimes.com/realtimenews/20140324003708-260407,執法過當？ 郝龍斌力挺警方「未逾矩」,"<a href=""/realtimenews/9""> 中天</a> 綜合報導 2014年03月24日 14:54 \n反服貿抗爭學生霸占行政院，鎮暴警察強制驅離，不過卻被質疑執法過當，台北市長郝龍斌出面力挺，警察已經盡力避免流血，警察沒有越矩，個人肯定。\n一個晚上親自坐鎮北市府同步掌握，警方佈署順利驅離占領政院民眾，但一夜激情過後，反服貿問題還在得想辦法解套。\n台北市長郝龍斌說，馬總統、江院長、王院長要與學生建立理性質溝通平台，郝龍斌再度公開要求府院高層跟立法院長得試著跟學生對話，眼看國會被癱瘓影響全國，台中市市長胡志強也高分貝喊話，呼籲立院國會盡早解決。\n反服貿學生持續抗爭，這場憲政危機要如何解決，藍營中生代紛紛提出建言，就看高層能不能聽進去。",2014/3/24
中時,2014/3/24 7:05,http://www.chinatimes.com/realtimenews/20140324003726-260405,中馬輪椅舞團 結盟當夥伴,"<a href=""/realtimenews/11""> 中時即時</a> <a href=""/reporter/144"">洪璧珍</a> 2014年03月24日 15:01 \n

\n          

\n            彰化副縣長柯呈枋（左）感謝馬來西亞「共用空間」舞團創辦人馬金泉（中）與彰化喜樂小兒麼痺關懷協會理事長陳忠盛（右）。（洪璧珍攝）

\n          

\n            

\n              

\n              

\n              

\n            

\n        \n

\n          

\n            輪椅上的舞者與專業舞者的合作無間，默契令人動容。（洪璧珍攝）

\n          

\n            

\n              

\n              

\n              

\n            

\n        \n成立6年的彰化縣喜樂小兒麻痺關懷協會「極限輪椅舞團」，2年多前在馬來西亞與華人專業舞團「共用空間」結緣，今天上午2團體締盟結為「國際夥伴」，並將聯手免費在彰化、員林2地演藝廳演出《擱叫一聲阿嬤》。\n《擱叫一聲阿嬤》是以喜樂保育院創辦人「美國阿嬤」瑪喜樂為主角，感念她一輩在台灣照顧小兒麻痺患者，藉以詮釋身心障礙者對生命的熱忱與積極不服輸的態度。\n「極限輪椅舞團」是國內著名的身障舞團，從3年前即先後代表台灣前往韓國、馬來西亞演出，並因而與馬國第一個華人專業舞團「共用空間」結緣，埋下合作的種籽。\n2個團體上午在彰化縣政府舉行聯合記者會，並在副縣長柯呈枋的見證下，簽訂盟約成為台灣首創、亞洲第一的「國際夥伴」。\n《擱叫一聲阿嬤》將於29日與4月6日晚上分別在彰化、員林演藝廳演出，歡迎民眾免費向演藝廳服務台索票入場觀賞。",2014/3/24
中時,2014/3/24 7:05,http://www.chinatimes.com/realtimenews/20140324003710-260402,強制驅離兩敗俱傷 警民衝突145人傷,"<a href=""/realtimenews/10""> 中視</a> 綜合報導 2014年03月24日 14:55 \n民眾衝進行政院踩到政府底限，數度勸離不聽，最後終於派出鎮暴警察，根據台北市政府的最新統計，一共有145人在這次行動中受傷，其中有52名員警掛彩，深夜一度還傳聞有人喪命，台大醫院緊急出面否認，表示多數都是輕傷，受傷的學生也都已經出院。",2014/3/24
中時,2014/3/24 7:05,http://www.chinatimes.com/realtimenews/20140324003712-260410,反服貿 短線衝擊台股,"<a href=""/realtimenews/13""> 工商即時</a> <a href=""/reporter/307"">孫彬訓</a> 2014年03月24日 14:57 \n台股受學生不滿服貿因而佔領立法院影響，市場震盪波動劇烈，預期在朝野意見過於分歧的情況下，短期要達成共識有一定的困難。第一金投信電子基金經理人俞瑞華認為，台股投資人信心短線不免受到影響，惟就大環境觀之，國際機構普遍調升全球經濟今年表現，台灣市場及台股展望亦多獲正面評價，另外，就企業基本面分析，2月營收因工作天數較少而下滑，然市場對於上市櫃公司信心十足，預期3月營收成長率將優於市場預期，其中，美歐景氣復甦態勢佳，電子股、外銷股後續表現備受矚目。\n展望台股後市，俞瑞華指出，持續看好電子產業中長期趨勢，基金布局將側重高競爭力及營收穩健個股。當前，尤其看好電子族群中的小米供應鏈、半導體周邊、利基IC設計、雲端伺服器、TESLA概念股、穿戴式裝置、4G LTE、iPhone6概念股等產業與個股，透過聚焦電子利基族群，掌握科技新品及創新供應鏈的新利基。",2014/3/24
中時,2014/3/24 7:05,http://www.chinatimes.com/realtimenews/20140324003711-260407,5大學教師 發起連署反黑箱服貿,"<a href=""/realtimenews/11""> 中時即時</a> <a href=""/reporter/127"">謝幸恩</a> 2014年03月24日 14:59 \n許多大學教師不滿服貿強行闖關，便自行發起「反黑箱服貿連署」。輔仁大學歷史系教授陳君愷、哲學系助理教授沈清楷、中華大學行政管理學系副教授曾建元、政治大學政治學系副教授葉浩、文化大學哲學系助理教授吳豐維等人，以「純真戰勝詭詐，讓太陽照亮黑箱」為口號，盼引起政府重視。\n其中聲明稿指出「譴責江宜樺院長的的暴力驅離，肯定學生的非暴力抗爭」，並提出3點，一是籲總統召開公民憲政會議，正視學生的4大訴求，二是軍警不應採取任何武力強制驅離，三是媒體應秉持自律、專業、良知，善盡報導事實義務。\n活動網址：http://goo.gl/9TDeRO",2014/3/24
中時,2014/3/24 7:05,http://www.chinatimes.com/realtimenews/20140324003706-260407,台灣中社挺反服貿 街頭談民主,"<a href=""/realtimenews/11""> 中時即時</a> <a href=""/reporter/142"">陳世宗</a> 2014年03月24日 14:56 \n「不要再讓我們的孩子流露街頭！」台灣中社與中台灣公民團體針對行政院暴發的流血事件，今（24）日發表嚴厲譴責；公開聲援學生團體提出的四大訴求，並決定每晚7時起，在台中市市民廣場舉辦「深化民主街頭論壇」直到占領立法院結束。\n中社理事長劉曜華說，服貿協議從片面簽署至今，台灣社會大多數民眾都一知半解；直到318學運出現後，才逐漸理解服貿簽署對台灣民生產業的重大影響，政府卻毫無配套措施。應該肯定318學運的社會貢獻，強力要求國家軍警保護所有學生安全。\n劉曜華指出，為表達支持318學運四大訴求，台灣中社從24日起，每晚假台中市市民廣場舉辦「深化民主街頭論談」；公開邀請區域立委向人民報告個別的服貿立場；並堅決反對政府不對等、封閉及缺乏配套的喪權辱國舉止。\n台中市醫界聯盟理事長高嘉君及主婦聯盟等團體，昨日公開譴責，政府不應以國家暴力來傷害台灣的孩子，抨擊孩子為他們未來的生存權爭取權利，難道有錯嗎？服貿協議應經全民共同來檢驗利害得失，不希望孩子在不公平下，面對他們的未來。",2014/3/24
中時,2014/3/24 6:55,http://www.chinatimes.com/realtimenews/20140324003632-260407,多處毀損 古蹟政院遭浩劫,"<a href=""/realtimenews/13""> 工商即時</a> <a href=""/reporter/296"">呂雪彗</a> 2014年03月24日 14:45 \n

\n          

\n            一座價逾百萬國父青銅像請學生侵入後請在角落。(呂雪彗攝)

\n          

\n            

\n              

\n              

\n              

\n            

\n        \n反服貿民眾昨晚攻入行政院，行政院上午開始進行財物損失清點，除多間辦公室被搗毀，食物被洗劫一空，還有政院員工個人財務及高價耳機遭竊。由於大樓本體為國家古蹟，破壞大門闖入的民眾，恐怕還將被控毀損古蹟的罪名。損失一時尚難估計。\n政院副秘書長蕭家淇上午帶記者了解院區遭破壞狀況，中央大樓大門整片被拆下，公關交際科辦公室門窗碎裂一地，櫃子傾倒，內部凌亂不堪；接待室內椅子全部被移到窗邊。蕭家淇說，大樓本體是古蹟，木門不能隨意找木工安上，還需要與文化部共同會勘研擬如何修復，「令人心痛」。\n貴賓室二樓存放古董字畫的倉庫也傳出遭到入侵，但實際狀況並不明朗。學生將貴賓室椅子堆疊起來擬擋住樓梯口，高達上百萬的國父青銅像被請至角落，幸好未遺失。而新聞中心也遭反鎖，待警方遭證，上午江揆記者會只好被迫改地點。",2014/3/24
中時,2014/3/24 6:55,http://www.chinatimes.com/realtimenews/20140324003632-260407,多處毀損 政院古蹟遭浩劫,"<a href=""/realtimenews/13""> 工商即時</a> <a href=""/reporter/296"">呂雪彗</a> 2014年03月24日 14:45 \n

\n          

\n            一座價逾百萬國父青銅像請學生侵入後請在角落。(呂雪彗攝)

\n          

\n            

\n              

\n              

\n              

\n            

\n        \n反服貿民眾昨晚攻入行政院，行政院上午開始進行財物損失清點，除多間辦公室被搗毀，食物被洗劫一空，還有政院員工個人財務及高價耳機遭竊。由於大樓本體為國家古蹟，破壞大門闖入的民眾，恐怕還將被控毀損古蹟的罪名。損失一時尚難估計。\n政院副秘書長蕭家淇上午帶記者了解院區遭破壞狀況，中央大樓大門整片被拆下，公關交際科辦公室門窗碎裂一地，櫃子傾倒，內部凌亂不堪；接待室內椅子全部被移到窗邊。蕭家淇說，大樓本體是古蹟，木門不能隨意找木工安上，還需要與文化部共同會勘研擬如何修復，「令人心痛」。\n貴賓室二樓存放古董字畫的倉庫也傳出遭到入侵，但實際狀況並不明朗。學生將貴賓室椅子堆疊起來擬擋住樓梯口，高達上百萬的國父青銅像被請至角落，幸好未遺失。而新聞中心也遭反鎖，待警方遭證，上午江揆記者會只好被迫改地點。",2014/3/24
中時,2014/3/24 6:55,http://www.chinatimes.com/realtimenews/20140324003681-260402,抗議學生攻入政院 院長辦公室險遭,"<a href=""/realtimenews/10""> 中視</a> <a href=""/reporter/919"">郭雅琳</a>、<a href=""/reporter/738"">林義翔</a> 2014年03月24日 14:48 \n學運鷹派勢力抬頭，昨天(23日)夜裡，由黑色島國青年陣線發起，號召3000人，有預先準備的拿棉被、油壓剪跟長鋁梯，攻佔行政院，其實率隊的清大研究生魏揚，媽媽是抗日作家楊奎的外孫女，外祖父母則是228的被害人，來自社運家庭的他，採取這麼激烈的手段並不意外。",2014/3/24
中時,2014/3/24 6:55,http://www.chinatimes.com/realtimenews/20140324003673-260402,鎮暴驅離政院群眾 林飛帆批「國家暴力」,"<a href=""/realtimenews/9""> 中天</a> 金汝鑫、<a href=""/reporter/689"">呂學浩</a> 2014年03月24日 14:44 \n反服貿學生23日晚上攻進行政院，警方則是從午夜0點08分開始，出動鎮暴警察展開強制驅離，從行政院後門衝突不斷，直到凌晨4點半，鎮暴水車開始噴水驅離，雙方衝突情勢升高，水車輪胎也遭破壞，天亮前6點47分最後水柱強攻，驅離行動歷經7小時才完全清空行政院群眾，拿回行政院主控權。",2014/3/24
中時,2014/3/24 6:55,http://www.chinatimes.com/realtimenews/20140324003682-260408,美歐憂俄染指烏東部,"<a href=""/realtimenews/14""> 旺報即時</a> <a href=""/reporter/1259"">張國威</a> 2014年03月24日 14:49 \n據美國《外交政策》雜誌報導，俄羅斯目前已佔領克里米亞最後一座烏克蘭軍事基地，並在烏克蘭東部邊境線集結兵力。對此，烏克蘭代理外交部長發出警告稱，烏克蘭與俄羅斯爆發戰爭的可能性進一步增加。與此同時，美歐也相繼表達擔憂，稱俄羅斯或借「吞併」克里米亞之勢染指烏克蘭東部地區。\n\n據悉，烏克蘭代理外交部長德謝茨亞對外發表聲明，稱烏克蘭政府對俄羅斯在克里米亞的軍事行動「非常關切」，並警告俄烏雙方爆發戰爭的危險性在不斷增加。德謝茨亞在出席美國廣播公司名為 (This Week)的節目時表示，烏克蘭親俄政府目前仍很「虛弱」，他們更傾向於通過外交管道解決與俄羅斯之間的爭端，但烏政府也在積極準備「其它手段」以保衛烏領土安全。\n\n報導指出，烏代理外長發出此番言論是因為俄羅斯或借其「吞併」克里米亞之勢進軍烏克蘭東部地區。北約秘書長拉斯穆森在接受《外交政策》雜誌採訪時表示，美國及其歐洲盟友越來越擔憂俄羅斯或進一步染指烏克蘭東部地區，並擔心俄羅斯不會就此甘休，在其吞併克里米亞地區之後，下一個目標可能就是烏克蘭東部地區。這種危險越來越明顯。\n\n美國國家安全顧問助理布林肯在22日也表達出相同擔憂。他在接受美國有線電視新聞網(CNN)採訪時表示，俄羅斯目前的所有行動可能只是在恫嚇烏克蘭，但也有可能是在為入侵烏東部地區做準備。\n\n美共和黨議員、眾議院情報委員會主席羅傑斯在出席美國全國廣播公司(Meet the Press)的訪談欄目時也發出類似言論。羅傑斯剛從烏克蘭首都基輔訪問歸來，他表示，俄羅斯的勢力已秘密潛入烏東部地區，而俄情報人員則遍佈烏全國並不斷製造各種事端，以為俄軍入侵做好準備。\n\n羅傑斯稱，美國或許應該考慮為烏克蘭提供軍事援助，以阻止俄羅斯對烏進一步軍事入侵，美國可以為烏克蘭提供非戰鬥性軍事援助，而不是直接的軍事介入。這也是烏克蘭所期望的，他們不想美國軍隊踏上其領土，而我們也不想直接軍事介入。我們或許可以為烏克蘭提供醫療、無線電設備或者其它防衛性武器系統，讓烏克蘭自己保衛自己。",2014/3/24
中時,2014/3/24 6:45,http://www.chinatimes.com/realtimenews/20140324003653-260408,土耳其擊落敘利亞軍機 緊張升溫,"<a href=""/realtimenews/11""> 中時即時</a> <a href=""/reporter/81"">鍾玉玨</a> 2014年03月24日 14:41 \n土耳其軍方日前擊落一架越界進入土耳其領空的敘利亞軍機。土耳其總理艾爾多安表示，此舉可能導致土敘緊張已久的關係進一步惡化。\n艾爾多安稱，儘管土耳其一再警告，但這架軍機仍入侵土國領空，他也警告，若再有類似行為，土耳其絕對會強硬回擊。\n敘利亞軍方發言人證實了此次事件，但反擊土耳其此舉是對敘利亞的「公然侵略」，強調當時軍機是在敘利亞境內值勤。\n土耳其與敘利亞接壤的邊界長達800公里，兩國曾是友好盟邦，但2011年10月開始，土耳其就表態支持敘利亞反抗軍。而最近這起戰機擊落事件就是在發生在兩國邊界，也是敘利亞反抗軍與政府軍激烈衝突的地區。",2014/3/24
中時,2014/3/24 6:45,http://www.chinatimes.com/realtimenews/20140324003652-260408,南韓：未考慮解除對北韓制裁,"<a href=""/realtimenews/14""> 旺報即時</a> <a href=""/reporter/1259"">張國威</a> 2014年03月24日 14:40 \n據韓聯社報導，南韓統一部發言人金義道24日在例行記者會上就「天安艦事件」發生後韓國政府採取的對北韓制裁的「5?24措施」表示，北韓就天安艦事件沒有採取任何負責任的措施，因此韓國政府完全沒有考慮解除「5?24措施」。他強調說，南韓政府認為北韓既然製造了這起事件，就應該採取負責任的態度。\n\n他還說，北韓仍在主張自己與「天安艦事件」毫無關係，北韓可以採取的負責任的措施有很多種，首先要承認製造了「天安艦事件」，當然也包括就此事道歉，此外也可能會包括處理相關負責人。\n\n他還就重啟金剛山旅遊項目表示，金剛山旅遊項目是因為2008年韓國遊客在金剛山旅遊時被射殺而暫停的，起因在於北韓。只有北韓先採取相應的措施，南韓才會從政府層面考慮重啟金剛山旅遊項目。\n\n「天安艦事件」是指2010年3月南韓「天安號」警戒艦在西部海域值勤時因發生爆炸而沉沒的事件，艦上104名官兵中僅有58人生還，其餘46名船員和1名搜救隊員共47人遇難，南韓稱爆炸事件疑為北韓所為，北韓多次否認。\n\n「5?24措施」是韓國在「天安艦事件」發生之後於2010年5月24日出台的措施，該措施要求中斷除開城工業區之外的一切兩韓人員和物資交流，包括禁止北韓船舶在南韓領海航運、中斷兩韓貿易、禁止南韓國民訪北韓、禁止對北韓新增投資、在原則上中斷對北韓援助專案等。",2014/3/24
中時,2014/3/24 6:45,http://www.chinatimes.com/realtimenews/20140324003656-260401,占領行政院 魏揚遭聲押,"<a href=""/realtimenews/11""> 中時即時</a> <a href=""/reporter/51"">蕭博文</a> 2014年03月24日 14:43 \n國立清華大學學生魏揚昨晚帶領學生攻占行政院，爆發警民流血衝突；警方逮捕魏揚等多人，台北地檢署檢察官就訊後，認為魏有羈押必要，將連同其他命以交保的民眾帶回北檢處理。",2014/3/24
中時,2014/3/24 6:36,http://www.chinatimes.com/realtimenews/20140324003577-260407,傅?萁：馬應儘快召開國是會議,"<a href=""/realtimenews/11""> 中時即時</a> <a href=""/reporter/844"">阮迺閎</a> 2014年03月24日 14:29 \n

\n          

\n            花蓮縣長傅?萁對學運發展感到憂心，呼籲馬總統召開國是會議，凝聚台灣共識，讓社會盡快回到正軌。（阮迺閎攝）

\n          

\n            

\n              

\n              

\n              

\n            

\n        \n花蓮縣長傅?萁今（24）日上午將回復國民黨籍申請書，以雙掛號寄給國民黨主席馬英九及國民黨花蓮縣黨部，並強調回復國民黨是個人熱情的想法，希望給執政黨更多支持力量，協助安定社會；他也呼籲馬總統儘快召開國是會議化解紛爭，「畢竟良善的溝通才是達成共識的唯一方法。」\n傅?萁表示，自古以來學生走上街頭、知識分子罷課都是非常嚴重的問題，他認為良善溝通是達成共識的唯一辦法，呼籲馬總統召開國是會議，邀集朝野政黨、各界領袖、學生代表等與會，凝聚台灣共識，讓社會盡快回到正軌。",2014/3/24
中時,2014/3/24 6:36,http://www.chinatimes.com/realtimenews/20140324003565-260402,雙院淪陷！ 民眾突襲行政院 破窗闖入,"<a href=""/realtimenews/10""> 中視</a> <a href=""/reporter/521"">張以仁</a>、<a href=""/reporter/1072"">徐兆緯</a> 2014年03月24日 14:24 \n帶您回頭來看昨天晚上紛鬧的一晚，反黑箱服貿的學生和群眾 昨天晚間7點半左右，以突襲的方式從立法院闖進行政院，有超過百人翻牆進入行政院廣場，另1批人則從行政院側門進入，並打破行政院建築物的玻璃爬窗進入。來看當時在現場的第一手畫面。",2014/3/24
